======================================================================
  VCP 扫描器 v3 | 2026-08-07 01:08
  美股池: SP 900 (标普500+400)
  模式: 🔍 标准（趋势模板 + 多段评分）
======================================================================
  🗄️  检测到本地价缓存，跳过联网检测，直接离线扫描。

======================================================================
  【🇺🇸 美股】扫描开始
======================================================================
    读取 S&P 500...
      ✅ S&P 500: 已加载
    读取 S&P 400...
      ✅ S&P 400: 已加载
  ✅ SP 900 共 903 只（去重后）
  前10: MMM, AOS, ABT, ABBV, ACN, ADBE, AMD, AES, AFL, A

📊 扫描 903 只标的...

  📊 获取 SPY 基准...
     SPY 6月涨幅: 21.6%
  💾 检测到本地价缓存，直接离线取数（绕开 Yahoo 匿名限流）

======================================================================

🎯 🇺🇸 美股 发现 134 只 VCP 形态标的：

 VCP分   代码   当前价格  RS评级            收缩%  5日振幅%  缩量比例%  突破挂单价  距突破%  距52周高%  10EMA  21EMA   吊灯止损   硬止损价
    1  WST 348.60    63   4.4/5.0/15.7   6.15  41.03 354.96  1.82    9.69 346.44 346.68 379.10 320.71
    1 DLTR 129.68     9  13.0/8.0/12.3   4.38  36.64 132.10  1.87    8.93 127.91 125.64 131.39 119.31
    1   KO  86.85    25    6.3/5.5/6.3   3.90  48.09  88.48  1.88    4.48  86.32  85.07  89.77  79.90
    1  UNM  89.81    38    6.2/7.4/9.2   7.24  60.59  91.50  1.88    3.66  88.57  88.33  90.43  82.63
    1   EW  89.32    15   10.1/7.1/8.9   6.78  37.52  91.02  1.90    7.24  87.59  87.44  93.54  82.17
    1  JNJ 256.98    68    5.8/8.9/8.9   4.60  51.41 261.96  1.94    6.52 257.47 256.10 271.56 236.42
    1  THG 231.46    50    3.6/7.5/9.7   4.04  47.71 236.07  1.99    1.95 227.22 221.93 232.35 212.94
    1  PPG 117.16     9 12.2/10.1/11.3   9.12  49.84 119.53  2.02   12.19 116.03 116.20 121.87 107.79
    1  VTR  92.26    45   5.2/5.3/12.9   6.41  44.06  94.12  2.02    9.19  93.57  93.51 100.11  84.88
    1  DLR 192.56    13  12.7/5.7/10.8   6.11  69.98 196.47  2.03    7.49 190.75 187.68 203.33 177.16
    1   TT 478.66    10   8.3/6.3/10.0   8.50  44.13 488.79  2.12    5.38 470.06 470.87 484.97 440.37
    1  STT 184.92    80    5.6/6.1/6.1   4.37  65.14 188.85  2.13    3.94 184.04 181.84 190.43 170.13
    1  NNN  47.00    11    4.4/3.8/6.8   3.38  70.16  48.01  2.15    6.00  47.78  47.82  49.58  43.24
    1 NDSN 308.98    64    6.8/6.1/8.9   7.75  69.72 315.68  2.17    2.12 302.43 297.96 311.67 284.26
    1  SJM 118.80     5    9.0/8.4/9.4   4.98  47.98 121.40  2.19    6.93 119.06 117.31 125.35 109.30
    1 AXTA  37.54    40  10.0/5.6/10.2   8.18  59.24  38.37  2.21    2.16  36.06  34.87  37.59  34.54
    1  PKG 252.75    35   12.3/6.0/8.5   6.22  50.52 258.40  2.24    2.34 249.43 243.66 254.71 232.53
    1 CBSH  59.13     3    3.6/3.8/4.9   2.40  59.69  60.48  2.28    2.94  59.41  58.90  60.48  54.40
    1  HWC  77.35    45    5.4/4.4/5.8   7.70  64.29  79.12  2.29    2.53  77.31  76.52  78.64  71.16
    1   EG 370.35    14   12.3/4.8/9.2   4.02  57.02 379.00  2.34    7.66 375.60 373.88 396.52 340.72
    1  OMC  82.51    15 10.9/10.0/12.5   8.16  53.78  84.47  2.38    5.61  81.23  80.51  86.17  75.91
    1  MLI  69.46    74   6.7/8.0/23.2   7.95  68.96  71.12  2.39    2.33  66.66  64.71  69.30  63.90
    1  AME 251.38    54    9.5/4.5/7.4   7.39  64.65 257.95  2.61    2.55 246.03 241.95 254.38 231.27
    1 ACGL  99.29    10   10.7/6.8/8.2   3.71  52.77 101.96  2.69    7.28 100.72 100.53 106.01  91.35
    1 FITB  56.96    55    5.4/5.0/7.6   4.11  50.91  58.49  2.69    4.27  57.19  56.95  58.99  52.40
    1 RVTY 114.24    41    8.8/7.0/8.2   8.95  58.35 117.37  2.74    3.43 112.95 111.61 115.67 105.10
    1 CSCO 120.88    81  5.2/10.6/11.6   9.13  53.07 124.21  2.75    7.28 117.53 116.29 122.31 111.21
    1 CTRE  41.13    31   14.2/5.3/8.2   5.53  47.23  42.28  2.78    5.71  41.58  41.51  43.21  37.84
    1  TNL  77.33    37   23.0/7.9/8.3   6.30  62.52  79.49  2.79    4.53  76.72  75.86  78.61  71.14
    1 BIIB 206.28    77   7.5/5.0/15.3   6.31  63.51 212.18  2.86    6.12 205.17 204.16 214.89 189.78
    1   PM 188.05    11   7.5/7.3/11.3   4.94  72.42 193.46  2.88    9.49 190.05 189.02 204.12 173.01
    1  SON  57.07    28    7.6/8.6/8.7   6.05  51.29  58.73  2.91    5.93  57.43  56.61  59.79  52.50
    1  LYV 181.77    24    7.8/5.6/8.7   9.47  46.68 187.20  2.99    3.31 181.27 180.21 185.36 167.23
    1  SSD 193.44     4   6.0/6.3/12.1   8.25  38.57 199.22  2.99    9.39 192.78 192.40 206.31 177.96
    1 ZION  70.58    53    4.4/4.5/7.6   5.72  58.26  72.69  2.99    3.76  70.49  70.04  72.70  64.93
    1  CAH 237.66    72    9.5/4.9/9.4   8.64  53.89 244.87  3.03    2.94 233.22 231.10 242.09 218.65
    1 FFIN  34.71     2    5.3/5.2/7.1   3.11  48.49  35.76  3.03    8.95  35.08  34.90  36.22  31.93
    1  KEY  22.66    35    5.9/4.7/8.1   3.64  69.79  23.35  3.05    5.86  22.82  22.86  23.85  20.85
    1  AHR  54.71    51   14.6/5.8/9.4   6.07  62.22  56.41  3.11    6.80  55.61  55.24  57.99  50.33
    1  DAL  91.98    80   9.6/8.9/15.7   8.81  52.97  95.01  3.29    3.87  89.85  88.31  93.38  84.62
    1 UMBF 145.13    43    8.1/6.6/7.5   4.09  58.87 150.00  3.36    3.25 145.59 144.30 148.55 133.52
    1 WTFC 159.13    34    7.2/3.5/6.9   4.01  63.64 164.59  3.43    4.84 160.57 160.36 165.88 146.40
    1  CDP  37.21    40    4.7/4.9/5.6   4.90  64.29  38.52  3.52    4.34  37.63  37.31  38.59  34.23
    1 PCAR 132.06    50   16.6/5.1/6.8   5.38  68.41 136.76  3.56    5.16 132.59 130.00 137.20 121.50
    1 PNFP 106.43    22    7.6/5.6/9.1   5.54  67.43 110.33  3.66    3.53 105.46 103.40 108.52  97.92
    1   GE 374.55    52  15.7/9.3/12.1   9.91  51.81 388.84  3.82    3.68 366.55 360.83 382.90 344.59
    1  FTI  69.62    89 12.5/11.4/13.4   5.44  60.33  72.30  3.85   10.65  70.82  71.10  76.73  64.05
    1   GM  86.94    78   13.1/4.9/6.3   4.96  65.82  90.30  3.86    5.35  86.81  84.29  89.89  79.98
    1  EME 808.43    37 10.4/11.8/14.5   8.38  53.96 839.99  3.90   15.08 789.21 782.02 820.54 743.76
    1 SIRI  29.88    57   12.1/7.0/9.4   4.97  56.40  31.07  3.98    8.51  30.53  30.38  32.26  27.49
    1   SW  46.93     6 16.8/11.7/14.1   7.82  66.70  48.83  4.05   10.86  47.31  46.43  50.76  43.18
    1  EPR  61.34    14    6.2/3.5/8.1   6.97  74.30  63.85  4.09    5.59  61.93  61.59  64.31  56.43
    1  OHI  48.68    22    4.9/4.8/9.1   6.78  74.61  50.86  4.48    7.08  49.62  49.53  51.85  44.79
    1  SPG 221.83    42    3.2/5.3/7.3   4.89  63.04 231.87  4.53    6.99 227.15 226.35 235.58 204.08
    1   CR 218.55    12  10.4/6.6/11.0   8.54  73.71 228.64  4.62    5.18 219.41 218.05 227.62 201.07
    1  MSM 123.91    62    6.7/4.3/7.1   7.47  47.03 130.46  5.29    5.02 124.53 123.63 128.97 114.00
    1  MPC 299.25    85  10.5/8.6/12.5   8.17  62.51 317.72  6.17    8.46 306.20 301.02 320.45 275.31

  💡 VCP分: 3=3段递减 ✓  2=2段递减  1=仅窄幅整理
======================================================================

======================================================================
  📊 今日 VCP 扫描汇总
  🇺🇸 美股  🎯: 134 只
======================================================================
